country,year,population,netMigration,population_in_millions,Class
Cayman Islands,1991,27340,1015,0,1
Cayman Islands,1990,26027,1010,0,1
Cayman Islands,1989,24888,678,0,1
Cayman Islands,1988,23956,592,0,1
Cayman Islands,1987,23075,591,0,1
Cayman Islands,1986,22195,597,0,1
Cayman Islands,1985,21313,602,0,1
Cayman Islands,1984,20433,523,0,1
Cayman Islands,1983,19572,531,0,1
Cayman Islands,1982,18729,580,0,1
Cayman Islands,1981,17904,560,0,1
Cayman Islands,1980,17100,567,0,1
Cayman Islands,1979,16378,458,0,1
Cayman Islands,1978,15746,447,0,1
Cayman Islands,1977,15116,491,0,1
Cayman Islands,1976,14456,488,0,1
Cayman Islands,1975,13791,463,0,1
Cayman Islands,1974,13118,515,0,1
Cayman Islands,1973,12443,460,0,1
Cayman Islands,1972,11778,374,0,1
Cayman Islands,1971,11117,499,0,1
Cayman Islands,1970,10533,297,0,1
Cayman Islands,1969,10181,48,0,1
Cayman Islands,1968,9981,45,0,1
Cayman Islands,1967,9771,48,0,1
Cayman Islands,1966,9566,42,0,1
Cayman Islands,1965,9366,59,0,1
Cayman Islands,1964,9172,26,0,1
Cayman Islands,1963,8985,12,0,1
Cayman Islands,1962,8799,2,0,1
Cayman Islands,1961,8626,1,0,1
Cayman Islands,1960,8473,-32,0,1
Central African Republic,2023,5742315,-14716,5,1
Central African Republic,2022,5579144,-17463,5,1
Central African Republic,2021,5457154,-85860,5,1
Central African Republic,2020,5343020,-24803,5,1
Central African Republic,2019,5209324,-36942,5,1
Central African Republic,2018,5094780,-53083,5,1
Central African Republic,2017,4996741,-58734,4,1
Central African Republic,2016,4904177,-52758,4,1
Central African Republic,2015,4819333,-63213,4,1
Central African Republic,2014,4798734,-174543,4,1
Central African Republic,2013,4802428,-112663,4,1
Central African Republic,2012,4773306,-112033,4,1
Central African Republic,2011,4732022,-86451,4,1
Central African Republic,2010,4660067,-43189,4,1
Central African Republic,2009,4564540,-28917,4,1
Central African Republic,2008,4467233,-29004,4,1
Central African Republic,2007,4375569,-30374,4,1
Central African Republic,2006,4294352,-41307,4,1
Central African Republic,2005,4208834,-13609,4,1
Central African Republic,2004,4115138,-16514,4,1
Central African Republic,2003,4026841,-18097,4,1
Central African Republic,2002,3930648,5996,3,1
Central African Republic,2001,3844773,-33004,3,1
Central African Republic,2000,3759170,8082,3,1
Central African Republic,1999,3655360,6280,3,1
Central African Republic,1998,3555064,4484,3,1
Central African Republic,1997,3458472,2033,3,1
Central African Republic,1996,3363570,2701,3,1
Central African Republic,1995,3276706,-12995,3,1
Central African Republic,1994,3187844,9495,3,1
Central African Republic,1993,3089146,9935,3,1
Central African Republic,1992,2991727,9273,2,1
Central African Republic,1991,2898052,4386,2,1
Central African Republic,1990,2809221,2000,2,1
Central African Republic,1989,2724109,414,2,1
Central African Republic,1988,2657235,-31020,2,1
Central African Republic,1987,2615594,-47430,2,1
Central African Republic,1986,2583631,-47332,2,1
Central African Republic,1985,2553075,-46428,2,1
Central African Republic,1984,2523538,-45593,2,1
Central African Republic,1983,2495097,-44785,2,1
Central African Republic,1982,2467635,-43912,2,1
Central African Republic,1981,2441010,-42866,2,1
Central African Republic,1980,2415276,-41537,2,1
Central African Republic,1979,2390329,-39849,2,1
Central African Republic,1978,2365957,-37880,2,1
Central African Republic,1977,2342048,-35773,2,1
Central African Republic,1976,2318349,-33639,2,1
Central African Republic,1975,2283927,-9904,2,1
Central African Republic,1974,2239305,-9842,2,1
Central African Republic,1973,2195905,-9802,2,1
Central African Republic,1972,2153613,-9641,2,1
Central African Republic,1971,2111224,-7265,2,1
