country,year,population,netMigration,population_in_millions,Class
China,2011,1345035000,-147585,1345,1
China,2010,1337705000,-216417,1337,1
China,2009,1331260000,-350365,1331,1
China,2008,1324655000,-469093,1324,1
China,2007,1317885000,-438846,1317,1
China,2006,1311020000,-473105,1311,1
China,2005,1303720000,-519752,1303,1
China,2004,1296075000,-458505,1296,1
China,2003,1288400000,-527837,1288,1
China,2002,1280400000,-477885,1280,1
China,2001,1271850000,-485419,1271,1
China,2000,1262645000,-549792,1262,1
China,1999,1252735000,-492597,1252,1
China,1998,1241935000,-439828,1241,1
China,1997,1230075000,-501141,1230,1
China,1996,1217550000,-553915,1217,1
China,1995,1204855000,-625725,1204,1
China,1994,1191835000,-477036,1191,1
China,1993,1178440000,-749957,1178,1
China,1992,1164970000,-873177,1164,1
China,1991,1150780000,-757481,1150,1
China,1990,1135185000,-290067,1135,1
China,1989,1118650000,-627109,1118,1
China,1988,1101630000,-282270,1101,1
China,1987,1084035000,-169188,1084,1
China,1986,1066790000,-79193,1066,1
China,1985,1051040000,-60932,1051,1
China,1984,1036825000,-51959,1036,1
China,1983,1023310000,-43762,1023,1
China,1982,1008630000,-36185,1008,1
China,1981,993885000,-28017,993,1
China,1980,981235000,-20131,981,1
China,1979,969005000,-13705,969,1
China,1978,956165000,-9923,956,1
China,1977,943455000,-15327,943,1
China,1976,930685000,-55120,930,1
China,1975,916395000,-115215,916,1
China,1974,900350000,-175304,900,1
China,1973,881940000,-215090,881,1
China,1972,862030000,-215730,862,1
China,1971,841105000,-180202,841,1
China,1970,818315000,-126514,818,1
China,1969,796025000,-72835,796,1
China,1968,774510000,-37291,774,1
China,1967,754550000,-37406,754,1
China,1966,735400000,-73698,735,1
China,1965,715185000,-128537,715,1
China,1964,698355000,-183384,698,1
China,1963,682335000,-219686,682,1
China,1962,665770000,-219144,665,1
China,1961,660330000,-179064,660,1
China,1960,667070000,-118519,667,1
Colombia,2023,52085168,-175051,52,1
Colombia,2022,51874024,-167924,51,1
Colombia,2021,51516562,211978,51,1
Colombia,2020,50930662,229437,50,1
Colombia,2019,50187406,395803,50,1
Colombia,2018,49276961,494364,49,1
Colombia,2017,48351671,415618,48,1
Colombia,2016,47625955,79978,47,1
Colombia,2015,47119728,-41064,47,1
Colombia,2014,46677947,-67516,46,1
Colombia,2013,46237930,-64686,46,1
Colombia,2012,45782417,-55913,45,1
Colombia,2011,45308899,-46273,45,1
Colombia,2010,44816108,-34185,44,1
Colombia,2009,44313917,-46902,44,1
Colombia,2008,43815313,-63246,43,1
Colombia,2007,43306582,-49575,43,1
Colombia,2006,42772910,-39142,42,1
Colombia,2005,42220940,-41348,42,1
Colombia,2004,41648268,-25907,41,1
Colombia,2003,41057687,-33007,41,1
Colombia,2002,40454050,-24379,40,1
Colombia,2001,39837875,-27618,39,1
Colombia,2000,39215135,-31116,39,1
Colombia,1999,38585033,-30850,38,1
Colombia,1998,37944414,-25134,37,1
Colombia,1997,37291946,-23520,37,1
Colombia,1996,36632573,-28154,36,1
Colombia,1995,35970101,-33016,35,1
Colombia,1994,35295461,-16033,35,1
Colombia,1993,34614735,-30020,34,1
Colombia,1992,33939039,-29969,33,1
Colombia,1991,33272628,-48488,33,1
Colombia,1990,32601393,-17237,32,1
Colombia,1989,31923117,-27370,31,1
Colombia,1988,31256727,-32292,31,1
Colombia,1987,30603048,-44372,30,1
Colombia,1986,29960101,-48299,29,1
Colombia,1985,29326260,-35855,29,1
Colombia,1984,28689032,-34909,28,1
Colombia,1983,28042329,-29939,28,1
Colombia,1982,27405194,-46855,27,1
Colombia,1981,26785982,-56188,26,1
Colombia,1980,26176195,-49253,26,1
Colombia,1979,25579323,-63678,25,1
Colombia,1978,25003608,-67880,25,1
Colombia,1977,24443926,-67662,24,1
Colombia,1976,23913002,-98130,23,1
Colombia,1975,23403731,-84511,23,1
Colombia,1974,22897871,-80843,22,1
Colombia,1973,22396318,-75658,22,1
Colombia,1972,21898055,-77748,21,1
Colombia,1971,21405413,-84692,21,1
Colombia,1970,20905254,-66058,20,1
Colombia,1969,20392264,-66191,20,1
Colombia,1968,19872503,-63183,19,1
Colombia,1967,19343961,-58937,19,1
Colombia,1966,18811407,-61249,18,1
Colombia,1965,18275814,-53597,18,1
Colombia,1964,17739754,-55765,17,1
Colombia,1963,17210956,-54423,17,1
Colombia,1962,16691282,-51733,16,1
Colombia,1961,16182414,-49408,16,1
Colombia,1960,15687688,-49098,15,1
Finland,2023,5584264,13999,5,1
Finland,2022,5556106,13999,5,1
Finland,2021,5541017,14928,5,1
Finland,2020,5529543,17482,5,1
Finland,2019,5521606,15558,5,1
Finland,2018,5515525,11646,5,1
Finland,2017,5508214,13307,5,1
Finland,2016,5495303,17210,5,1
Finland,2015,5479531,12433,5,1
Finland,2014,5461512,15950,5,1
Finland,2013,5438972,18026,5,1
Finland,2012,5413971,17620,5,1
Finland,2011,5388272,16712,5,1
Finland,2010,5363352,14053,5,1
Finland,2009,5338871,14757,5,1
Finland,2008,5313399,15579,5,1
Finland,2007,5288720,13940,5,1
Finland,2006,5266268,10801,5,1
Finland,2005,5246096,9406,5,1
Finland,2004,5228172,6872,5,1
Finland,2003,5213014,6039,5,1
Finland,2002,5200598,5250,5,1
Finland,2001,5188008,6395,5,1
Finland,2000,5176209,2428,5,1
Finland,1999,5165474,3532,5,1
Finland,1998,5153498,3887,5,1
Finland,1997,5139835,5014,5,1
Finland,1996,5124573,3612,5,1
Finland,1995,5107790,4250,5,1
Finland,1994,5088333,3688,5,1
Finland,1993,5066447,8887,5,1
Finland,1992,5041992,9296,5,1
Finland,1991,5013740,14401,5,1
Finland,1990,4986431,8864,4,1
Finland,1989,4964371,5684,4,1
Finland,1988,4946481,1743,4,1
Finland,1987,4932123,764,4,1
Finland,1986,4918154,1438,4,1
Finland,1985,4902206,2343,4,1
Finland,1984,4881803,3918,4,1
Finland,1983,4855787,6778,4,1
Finland,1982,4826933,7011,4,1
Finland,1981,4799964,5221,4,1
Finland,1980,4779535,-2259,4,1
Finland,1979,4764690,-6722,4,1
Finland,1978,4752528,-9666,4,1
Finland,1977,4738902,-5676,4,1
Finland,1976,4725664,-12180,4,1
Finland,1975,4711440,-3788,4,1
Finland,1974,4690574,5920,4,1
Finland,1973,4666081,11639,4,1
Finland,1972,4639657,12597,4,1
Finland,1971,4612124,11984,4,1
Finland,1970,4606307,-36633,4,1
Finland,1969,4623785,-42127,4,1
Finland,1968,4626469,-15787,4,1
Finland,1967,4605744,-5024,4,1
Finland,1966,4580869,-11903,4,1
Finland,1965,4563732,-21466,4,1
Finland,1964,4548543,-20338,4,1
Finland,1963,4523309,-7591,4,1
Finland,1962,4491443,-6962,4,1
Finland,1961,4461005,-10994,4,1
Finland,1960,4429634,-9445,4,1
France,2023,68170228,67761,68,1
France,2022,67971311,66601,67,1
France,2021,67764304,20614,67,1
France,2020,67571107,18335,67,1
France,2019,67388001,17403,67,1
France,2018,67158348,14391,67,1
France,2017,66918020,13175,66,1
France,2016,66724104,14729,66,1
France,2015,66548272,18807,66,1
France,2014,66312067,26585,66,1
France,2013,66002289,36552,66,1
France,2012,65662240,49080,65,1
France,2011,65345233,65188,65,1
France,2010,65030575,86355,65,1
France,2009,64710879,108940,64,1
France,2008,64379696,128627,64,1
France,2007,64021737,142170,64,1
France,2006,63628261,151814,63,1
France,2005,63188395,155943,63,1
France,2004,62716306,154947,62,1
France,2003,62256970,148696,62,1
France,2002,61816234,137513,61,1
France,2001,61367388,122247,61,1
France,2000,60921384,102857,60,1
France,1999,60504420,77667,60,1
France,1998,60192790,56608,60,1
France,1997,59969944,37822,59,1
France,1996,59756533,23046,59,1
France,1995,59543659,11505,59,1
France,1994,59327585,4295,59,1
France,1993,59106166,235,59,1
France,1992,58849943,740,58,1
France,1991,58557577,4385,58,1
France,1990,58044701,11404,58,1
France,1989,57766282,21768,57,1
France,1988,57472651,30843,57,1
France,1987,57168409,37864,57,1
France,1986,56865193,44525,56,1
France,1985,56569195,50391,56,1
France,1984,56275701,53502,56,1
France,1983,55992656,54930,55,1
France,1982,55694106,55023,55,1
France,1981,55371044,54535,55,1
France,1980,55052582,53403,55,1
France,1979,54753575,49639,54,1
France,1978,54486195,48194,54,1
France,1977,54221988,50700,54,1
France,1976,53966558,54481,53,1
France,1975,53715733,60976,53,1
France,1974,53415250,70036,53,1
France,1973,53053660,82273,53,1
France,1972,52637888,97770,52,1
France,1971,52185222,115636,52,1
France,1970,51724116,135988,51,1
France,1969,51272683,157646,51,1
France,1968,50817020,175643,50,1
France,1967,50334012,188179,50,1
France,1966,49817041,197365,49,1
France,1965,49282756,202497,49,1
France,1964,48733997,203089,48,1
France,1963,48189939,198822,48,1
France,1962,47679792,189952,47,1
France,1961,47161641,177923,47,1
France,1960,46649927,160864,46,1
French Polynesia,2023,308872,-100,0,1
French Polynesia,2022,306279,-100,0,1
French Polynesia,2021,304032,-378,0,1
French Polynesia,2020,301920,-378,0,1
French Polynesia,2019,299717,-861,0,1
French Polynesia,2018,297606,-952,0,1
French Polynesia,2017,295450,-1046,0,1
French Polynesia,2016,293541,-1687,0,1
French Polynesia,2015,291787,-1676,0,1
French Polynesia,2014,289873,-1668,0,1
French Polynesia,2013,288032,-1988,0,1
French Polynesia,2012,286584,-2639,0,1
French Polynesia,2011,285265,-2521,0,1
French Polynesia,2010,283788,-2613,0,1
French Polynesia,2009,282283,-2603,0,1
French Polynesia,2008,280558,-2190,0,1
French Polynesia,2007,278178,-1179,0,1
French Polynesia,2006,274901,-342,0,1
French Polynesia,2005,271060,-93,0,1
French Polynesia,2004,267132,-61,0,1
French Polynesia,2003,263173,-130,0,1
French Polynesia,2002,259137,-304,0,1
French Polynesia,2001,255049,-431,0,1
French Polynesia,2000,250927,-460,0,1
French Polynesia,1999,246821,-455,0,1
French Polynesia,1998,242882,-417,0,1
French Polynesia,1997,239036,-487,0,1
French Polynesia,1996,235189,-727,0,1
French Polynesia,1995,231446,-919,0,1
French Polynesia,1994,227682,-961,0,1
French Polynesia,1993,223714,-944,0,1
French Polynesia,1992,219621,-933,0,1
French Polynesia,1991,215444,-925,0,1
French Polynesia,1990,211089,-904,0,1
French Polynesia,1989,206571,-791,0,1
French Polynesia,1988,201740,-532,0,1
French Polynesia,1987,196856,-544,0,1
French Polynesia,1986,192196,-517,0,1
French Polynesia,1985,187578,-520,0,1
French Polynesia,1984,183146,-544,0,1
French Polynesia,1983,179042,-588,0,1
French Polynesia,1982,174343,1146,0,1
French Polynesia,1981,168892,1209,0,1
French Polynesia,1980,163591,1198,0,1
French Polynesia,1979,158563,1169,0,1
French Polynesia,1978,153745,1124,0,1
French Polynesia,1977,149007,1001,0,1
French Polynesia,1976,144356,884,0,1
French Polynesia,1975,139833,832,0,1
French Polynesia,1974,135349,818,0,1
French Polynesia,1973,130883,796,0,1
French Polynesia,1972,126457,755,0,1
French Polynesia,1971,122108,674,0,1
French Polynesia,1970,117891,556,0,1
French Polynesia,1969,113803,477,0,1
French Polynesia,1968,109832,442,0,1
French Polynesia,1967,105995,399,0,1
French Polynesia,1966,102281,387,0,1
French Polynesia,1965,98674,369,0,1
French Polynesia,1964,95192,351,0,1
French Polynesia,1963,91963,88,0,1
French Polynesia,1962,89208,-424,0,1
French Polynesia,1961,86921,-717,0,1
French Polynesia,1960,84851,-725,0,1
Gabon,2023,2436566,1000,2,1
Gabon,2022,2388992,1000,2,1
Gabon,2021,2341179,1516,2,1
Gabon,2020,2292573,1514,2,1
Gabon,2019,2242785,2230,2,1
Gabon,2018,2192012,2893,2,1
Gabon,2017,2140215,4019,2,1
Gabon,2016,2086206,7395,2,1
Gabon,2015,2028517,12041,2,1
Gabon,2014,1966855,16566,1,1
Gabon,2013,1902226,19581,1,1
Gabon,2012,1836705,19971,1,1
Gabon,2011,1772500,18969,1,1
Gabon,2010,1711105,17266,1,1
Gabon,2009,1653542,15277,1,1
Gabon,2008,1599978,13448,1,1
Gabon,2007,1549774,12047,1,1
Gabon,2006,1502534,10386,1,1
Gabon,2005,1458353,8555,1,1
Gabon,2004,1417110,6827,1,1
Gabon,2003,1378398,5435,1,1
Gabon,2002,1341696,4579,1,1
Gabon,2001,1306590,3802,1,1
Gabon,2000,1272935,3086,1,1
Gabon,1999,1240764,2480,1,1
Gabon,1998,1209832,2050,1,1
Gabon,1997,1179806,1795,1,1
Gabon,1996,1150601,1560,1,1
Gabon,1995,1121964,1323,1,1
Gabon,1994,1093611,1122,1,1
Gabon,1993,1065390,1013,1,1
Gabon,1992,1037446,995,1,1
Gabon,1991,1009995,995,1,1
Gabon,1990,983028,995,0,1
Gabon,1989,956509,995,0,1
Gabon,1988,930464,995,0,1
Gabon,1987,905016,995,0,1
Gabon,1986,880340,995,0,1
Gabon,1985,856482,995,0,1
Gabon,1984,833417,995,0,1
Gabon,1983,811098,995,0,1
Gabon,1982,789585,995,0,1
Gabon,1981,768904,995,0,1
Gabon,1980,749078,995,0,1
Gabon,1979,730188,995,0,1
Gabon,1978,712135,995,0,1
Gabon,1977,694931,982,0,1
Gabon,1976,678660,909,0,1
Gabon,1975,663340,802,0,1
Gabon,1974,648922,691,0,1
Gabon,1973,635288,613,0,1
Gabon,1972,622289,653,0,1
Gabon,1971,609693,1138,0,1
Gabon,1970,597192,1883,0,1
Gabon,1969,584628,2645,0,1
Gabon,1968,573611,0,0,1
Gabon,1967,564436,0,0,1
Gabon,1966,555748,0,0,1
Gabon,1965,547535,0,0,1
Gabon,1964,539830,0,0,1
Gabon,1963,532592,0,0,1
Gabon,1962,525754,0,0,1
Gabon,1961,519329,0,0,1
Gabon,1960,513340,0,0,1
Georgia,2023,3760365,-9999,3,1
Georgia,2022,3712502,-9999,3,1
Georgia,2021,3708610,-2734,3,1
Georgia,2020,3722716,-2734,3,1
Georgia,2019,3720161,-5414,3,1
Georgia,2018,3726549,-5174,3,1
Georgia,2017,3728004,-7886,3,1
Georgia,2016,3727505,-10591,3,1
Georgia,2015,3725276,-13317,3,1
Georgia,2014,3719414,-16045,3,1
Georgia,2013,3717668,-27185,3,1
Georgia,2012,3728874,-26510,3,1
Georgia,2011,3756441,-25975,3,1
Georgia,2010,3786695,-24663,3,1
Georgia,2009,3814419,-32758,3,1
Georgia,2008,3848449,-32462,3,1
Georgia,2007,3860158,-32140,3,1
Georgia,2006,3880347,-31733,3,1
Georgia,2005,3902469,-31214,3,1
Georgia,2004,3927340,-30611,3,1
Georgia,2003,3951736,-31080,3,1
Georgia,2002,3978515,-58530,3,1
Georgia,2001,4014373,-110972,4,1
Georgia,2000,4077131,-135044,4,1
Georgia,1999,4157192,-131772,4,1
Georgia,1998,4243607,-127967,4,1
Georgia,1997,4349913,-133253,4,1
Georgia,1996,4491699,-134001,4,1
Georgia,1995,4657722,-130196,4,1
Georgia,1994,4836076,-147547,4,1
Georgia,1993,4911100,-154787,4,1
Georgia,1992,4873500,-121649,4,1
Georgia,1991,4835900,-111959,4,1
Georgia,1990,4802000,-108964,4,1
Georgia,1989,4803300,-85695,4,1
Georgia,1988,4790700,-12274,4,1
Georgia,1987,4743500,-9996,4,1
Georgia,1986,4704500,-13505,4,1
Georgia,1985,4662900,-15060,4,1
Georgia,1984,4622200,-13347,4,1
Georgia,1983,4582900,-10052,4,1
Georgia,1982,4542800,-12366,4,1
Georgia,1981,4504500,-12822,4,1
Georgia,1980,4467700,-12594,4,1
Georgia,1979,4430200,-14281,4,1
Georgia,1978,4397700,-9758,4,1
Georgia,1977,4372100,-8208,4,1
Georgia,1976,4342400,-8953,4,1
Georgia,1975,4311200,-9606,4,1
Georgia,1974,4279500,-10251,4,1
Georgia,1973,4242500,-10762,4,1
Georgia,1972,4205300,-11099,4,1
Georgia,1971,4163000,-10996,4,1
Georgia,1970,4119900,-1310,4,1
Georgia,1969,4080300,38629,4,1
Georgia,1968,4042300,41791,4,1
Georgia,1967,4005800,39616,4,1
Georgia,1966,3966700,36699,3,1
Georgia,1965,3921600,18975,3,1
Georgia,1964,3870300,19373,3,1
Georgia,1963,3816100,19406,3,1
Georgia,1962,3760300,18976,3,1
Georgia,1961,3703600,18014,3,1
Georgia,1960,3645600,16740,3,1
Germany,2023,84482267,155751,84,1
Germany,2022,83797985,154592,83,1
Germany,2021,83196078,312735,83,1
Germany,2020,83160871,334055,83,1
Germany,2019,83092962,360560,83,1
Germany,2018,82905782,392587,82,1
Germany,2017,82657002,430803,82,1
Germany,2016,82348669,432017,82,1
Germany,2015,81686611,397921,81,1
Germany,2014,80982500,369027,80,1
Germany,2013,80645605,342555,80,1
Germany,2012,80425823,317082,80,1
Germany,2011,80274983,293051,80,1
Germany,2010,81776930,267047,81,1
Germany,2009,81902307,240968,81,1
Germany,2008,82110097,211709,82,1
Germany,2007,82266372,180746,82,1
Germany,2006,82376451,145046,82,1
Germany,2005,82469422,102694,82,1
Germany,2004,82516260,73107,82,1
Germany,2003,82534176,54381,82,1
Germany,2002,82488495,45985,82,1
Germany,2001,82349925,48500,82,1
Germany,2000,82211508,60905,82,1
Germany,1999,82100243,86982,82,1
Germany,1998,82047195,125369,82,1
Germany,1997,82034771,178604,82,1
Germany,1996,81914831,246097,81,1
Germany,1995,81678051,330244,81,1
Germany,1994,81438348,394809,81,1
Germany,1993,81156363,441211,81,1
Germany,1992,80624598,470043,80,1
Germany,1991,80013896,482849,80,1
Germany,1990,79433029,479954,79,1
Germany,1989,78751283,461795,78,1
Germany,1988,78144619,427377,78,1
Germany,1987,77839920,375035,77,1
Germany,1986,77720436,304200,77,1
Germany,1985,77684873,214794,77,1
Germany,1984,77858685,142722,77,1
Germany,1983,78128282,85198,78,1
Germany,1982,78333366,42143,78,1
Germany,1981,78407907,10722,78,1
Germany,1980,78288576,-9445,78,1
Germany,1979,78126350,-18647,78,1
Germany,1978,78091820,-15269,78,1
Germany,1977,78159814,-919,78,1
Germany,1976,78336950,25585,78,1
Germany,1975,78673554,63902,78,1
Germany,1974,78967433,95670,78,1
Germany,1973,78936666,121476,78,1
Germany,1972,78688452,141396,78,1
Germany,1971,78312842,157046,78,1
Germany,1970,78169289,168468,78,1
Germany,1969,77909682,175007,77,1
Germany,1968,77294314,178954,77,1
Germany,1967,76951336,178457,76,1
Germany,1966,76600311,176562,76,1
Germany,1965,75963695,170903,75,1
Germany,1964,75318337,162533,75,1
Germany,1963,74714353,152170,74,1
Germany,1962,74025784,137698,74,1
Germany,1961,73377632,121350,73,1
Germany,1960,72814900,100380,72,1
Ghana,2023,34121985,-9999,34,1
Ghana,2022,33475870,-9999,33,1
Ghana,2021,32833031,-11253,32,1
Ghana,2020,32180401,-297,32,1
Ghana,2019,31522290,-21860,31,1
Ghana,2018,30870641,-19374,30,1
Ghana,2017,30222262,-4914,30,1
Ghana,2016,29554303,7014,29,1
Ghana,2015,28870939,-13308,28,1
Ghana,2014,28196358,-6316,28,1
Ghana,2013,27525597,-2388,27,1
Ghana,2012,26858762,1008,26,1
Ghana,2011,26205941,-733,26,1
Ghana,2010,25574719,-3724,25,1
Ghana,2009,24950762,22415,24,1
Ghana,2008,24326087,30509,24,1
Ghana,2007,23708320,32815,23,1
Ghana,2006,23098586,28539,23,1
Ghana,2005,22496951,21273,22,1
Ghana,2004,21906444,34434,21,1
Ghana,2003,21329514,28764,21,1
Ghana,2002,20758326,40580,20,1
Ghana,2001,20195577,36057,20,1
Ghana,2000,19665502,-4208,19,1
Ghana,1999,19176791,-17306,19,1
Ghana,1998,18714708,-17583,18,1
Ghana,1997,18268040,-15423,18,1
Ghana,1996,17844010,-37148,17,1
Ghana,1995,17438874,-42594,17,1
Ghana,1994,17040854,-47170,17,1
Ghana,1993,16643633,-49825,16,1
Ghana,1992,16241548,-47772,16,1
Ghana,1991,15843471,-57922,15,1
Ghana,1990,15446982,-46822,15,1
Ghana,1989,15052447,-52328,15,1
Ghana,1988,14671677,-64855,14,1
Ghana,1987,14310790,-84713,14,1
Ghana,1986,13971682,-98157,13,1
Ghana,1985,13651443,-106911,13,1
Ghana,1984,13342487,-105676,13,1
Ghana,1983,12984131,15279,12,1
Ghana,1982,12584976,7862,12,1
Ghana,1981,12212960,-12300,12,1
Ghana,1980,11865246,-13567,11,1
Ghana,1979,11515675,20291,11,1
Ghana,1978,11163230,18037,11,1
Ghana,1977,10825496,15245,10,1
Ghana,1976,10509006,-2533,10,1
Ghana,1975,10209848,-290,10,1
Ghana,1974,9918979,-1197,9,1
Ghana,1973,9637197,-1169,9,1
Ghana,1972,9365952,-4596,9,1
Ghana,1971,9108878,-12234,9,1
Ghana,1970,8861895,-10239,8,1
Ghana,1969,8629855,-28746,8,1
Ghana,1968,8418152,-36684,8,1
Ghana,1967,8216086,-35668,8,1
Ghana,1966,8019658,-38136,8,1
Ghana,1965,7827726,-38520,7,1
Ghana,1964,7640196,-43475,7,1
Ghana,1963,7458243,-46510,7,1
Ghana,1962,7281192,-48017,7,1
Ghana,1961,7109029,-48780,7,1
Ghana,1960,6911510,12176,6,1
Gibraltar,2023,32688,-24,0,1
Gibraltar,2022,32649,-24,0,1
Gibraltar,2021,32669,-58,0,1
Gibraltar,2020,32709,-58,0,1
Gibraltar,2019,32685,-58,0,1
Gibraltar,2018,32648,-58,0,1
Gibraltar,2017,32602,-58,0,1
Gibraltar,2016,32565,-101,0,1
Gibraltar,2015,32520,-101,0,1
Gibraltar,2014,32452,-101,0,1
Gibraltar,2013,32411,-101,0,1
Gibraltar,2012,32160,298,0,1
Gibraltar,2011,31701,270,0,1
Gibraltar,2010,31262,325,0,1
Gibraltar,2009,30819,299,0,1
Gibraltar,2008,30398,300,0,1
Gibraltar,2007,29996,333,0,1
Gibraltar,2006,29587,323,0,1
Gibraltar,2005,29155,328,0,1
Gibraltar,2004,28716,319,0,1
Gibraltar,2003,28301,318,0,1
Gibraltar,2002,27892,312,0,1
Gibraltar,2001,27721,-215,0,1
Gibraltar,2000,27741,-147,0,1
Gibraltar,1999,27695,-157,0,1
Gibraltar,1998,27636,-167,0,1
Gibraltar,1997,27564,-187,0,1
Gibraltar,1996,27491,-186,0,1
Gibraltar,1995,27412,-150,0,1
Gibraltar,1994,27282,-134,0,1
Gibraltar,1993,27118,-122,0,1
Gibraltar,1992,26945,-60,0,1
Gibraltar,1991,26988,-526,0,1
Gibraltar,1990,27317,-666,0,1
Gibraltar,1989,27688,-583,0,1
Gibraltar,1988,28000,-580,0,1
Gibraltar,1987,28272,-525,0,1
Gibraltar,1986,28506,-508,0,1
Gibraltar,1985,28674,-466,0,1
Gibraltar,1984,28788,-432,0,1
Gibraltar,1983,28855,-397,0,1
Gibraltar,1982,28863,-349,0,1
Gibraltar,1981,28819,-323,0,1
Gibraltar,1980,28734,-300,0,1
Gibraltar,1979,28618,-238,0,1
Gibraltar,1978,28485,-198,0,1
Gibraltar,1977,28337,-160,0,1
Gibraltar,1976,28162,-109,0,1
Gibraltar,1975,27973,-120,0,1
Gibraltar,1974,27779,-84,0,1
Gibraltar,1973,27558,-84,0,1
Gibraltar,1972,27323,-75,0,1
Gibraltar,1971,27069,-82,0,1
Gibraltar,1970,26685,152,0,1
Gibraltar,1969,26162,240,0,1
Gibraltar,1968,25610,249,0,1
Gibraltar,1967,25047,266,0,1
Gibraltar,1966,24477,223,0,1
Gibraltar,1965,23910,156,0,1
Gibraltar,1964,23347,177,0,1
Gibraltar,1963,22796,154,0,1
Gibraltar,1962,22249,216,0,1
Gibraltar,1961,21907,-154,0,1
Gibraltar,1960,21822,-259,0,1
Greece,2023,10361295,5000,10,1
Greece,2022,10426919,5000,10,1
Greece,2021,10569207,-14806,10,1
Greece,2020,10698599,-17853,10,1
Greece,2019,10721582,-21581,10,1
Greece,2018,10732882,-23600,10,1
Greece,2017,10754679,-25061,10,1
Greece,2016,10775971,-27234,10,1
Greece,2015,10820883,-29315,10,1
Greece,2014,10892413,-30228,10,1
Greece,2013,10965211,-31535,10,1
Greece,2012,11045011,-30036,11,1
Greece,2011,11104899,-26257,11,1
Greece,2010,11121341,-25002,11,1
Greece,2009,11107017,-23831,11,1
Greece,2008,11077841,-21969,11,1
Greece,2007,11048473,-18697,11,1
Greece,2006,11020362,-13700,11,1
Greece,2005,10987314,-7559,10,1
Greece,2004,10955141,-1102,10,1
Greece,2003,10928070,7095,10,1
Greece,2002,10902022,15717,10,1
Greece,2001,10862132,24607,10,1
Greece,2000,10805808,35798,10,1
Greece,1999,10761698,46164,10,1
Greece,1998,10720509,54245,10,1
Greece,1997,10661259,60474,10,1
Greece,1996,10608800,65364,10,1
Greece,1995,10562153,69212,10,1
Greece,1994,10512922,71421,10,1
Greece,1993,10460415,73303,10,1
Greece,1992,10399061,73934,10,1
Greece,1991,10319927,74993,10,1
Greece,1990,10196792,74412,10,1
Greece,1989,10089498,73826,10,1
Greece,1988,10036983,71995,10,1
Greece,1987,10000595,70219,10,1
Greece,1986,9967213,68420,9,1
Greece,1985,9934300,66912,9,1
Greece,1984,9895801,65029,9,1
Greece,1983,9846627,62989,9,1
Greece,1982,9789513,61051,9,1
Greece,1981,9729350,58893,9,1
Greece,1980,9642505,56793,9,1
Greece,1979,9548258,52009,9,1
Greece,1978,9429959,45998,9,1
Greece,1977,9308479,38882,9,1
Greece,1976,9188150,30781,9,1
Greece,1975,9046541,21249,9,1
Greece,1974,8962022,11264,8,1
Greece,1973,8929086,-21,8,1
Greece,1972,8888628,-12184,8,1
Greece,1971,8831036,-25879,8,1
Greece,1970,8792806,-41226,8,1
Greece,1969,8772764,-54901,8,1
Greece,1968,8740765,-66544,8,1
Greece,1967,8684088,-76028,8,1
Greece,1966,8613651,-82982,8,1
Greece,1965,8550333,-87226,8,1
Greece,1964,8510429,-88095,8,1
Greece,1963,8479625,-85474,8,1
Greece,1962,8448233,-78846,8,1
Greece,1961,8398050,-67204,8,1
Greece,1960,8331725,-51051,8,1
Greenland,2023,56865,-100,0,1
Greenland,2022,56661,-100,0,1
Greenland,2021,56653,-62,0,1
Greenland,2020,56367,-150,0,1
Greenland,2019,56225,-338,0,1
Greenland,2018,56023,-357,0,1
Greenland,2017,56172,-383,0,1
Greenland,2016,56186,-374,0,1
Greenland,2015,56114,-348,0,1
Greenland,2014,56295,-529,0,1
Greenland,2013,56483,-490,0,1
Greenland,2012,56810,-457,0,1
Greenland,2011,56890,-450,0,1
Greenland,2010,56905,-443,0,1
Greenland,2009,56323,-573,0,1
Greenland,2008,56328,-563,0,1
Greenland,2007,56555,-534,0,1
Greenland,2006,56774,-514,0,1
Greenland,2005,56935,-505,0,1
Greenland,2004,56911,-349,0,1
Greenland,2003,56765,-337,0,1
Greenland,2002,56609,-342,0,1
Greenland,2001,56350,-308,0,1
Greenland,2000,56200,-264,0,1
Greenland,1999,56100,-543,0,1
Greenland,1998,56100,-501,0,1
Greenland,1997,56000,-515,0,1
Greenland,1996,55900,-475,0,1
Greenland,1995,55800,-448,0,1
Greenland,1994,55500,-712,0,1
Greenland,1993,55200,-734,0,1
Greenland,1992,55300,-787,0,1
Greenland,1991,55500,-719,0,1
Greenland,1990,55600,-672,0,1
Greenland,1989,55300,-248,0,1
Greenland,1988,54800,-212,0,1
Greenland,1987,54100,-156,0,1
Greenland,1986,53500,-149,0,1
Greenland,1985,53200,-173,0,1
Greenland,1984,52700,23,0,1
Greenland,1983,52100,32,0,1
Greenland,1982,51500,-7,0,1
Greenland,1981,51000,-20,0,1
Greenland,1980,50200,0,0,1
Greenland,1979,49600,-497,0,1
Greenland,1978,49200,-530,0,1
Greenland,1977,49400,-544,0,1
Greenland,1976,49700,-165,0,1
Greenland,1975,49600,-19,0,1
Greenland,1974,49500,58,0,1
Greenland,1973,49000,65,0,1
Greenland,1972,48300,48,0,1
Greenland,1971,47200,21,0,1
Greenland,1970,46400,446,0,1
Greenland,1969,44900,367,0,1
Greenland,1968,43400,248,0,1
