world_pop_mig_186_countries 2
world_pop_mig_186_countries,,,,,
country,year,population,netMigration,population_in_millions,Class
Afghanistan,2023,42239854.0,-65846.0,42,1
Afghanistan,2022,41128771.0,-65846.0,41,1
Afghanistan,2021,40099462.0,-183672.0,40,1
Afghanistan,2020,38972230.0,166821.0,38,1
Afghanistan,2019,37769499.0,-8082.0,37,1
Afghanistan,2018,36686784.0,-47205.0,36,1
Afghanistan,2017,35643418.0,-47090.0,35,1
Afghanistan,2016,34636207.0,-90238.0,34,1
Afghanistan,2015,33753499.0,-281739.0,33,1
Afghanistan,2014,32716210.0,255611.0,32,1
Afghanistan,2013,31541209.0,48076.0,31,1
Afghanistan,2012,30466479.0,105905.0,30,1
Afghanistan,2011,29249157.0,418796.0,29,1
Afghanistan,2010,28189672.0,-141355.0,28,1
Afghanistan,2009,27385307.0,-58881.0,27,1
Afghanistan,2008,26427199.0,221000.0,26,1
Afghanistan,2007,25903301.0,-942887.0,25,1
Afghanistan,2006,25442944.0,62684.0,25,1
Afghanistan,2005,24411191.0,252185.0,24,1
Afghanistan,2004,23553551.0,-248616.0,23,1
Afghanistan,2003,22645130.0,388632.0,22,1
Afghanistan,2002,21000256.0,1327074.0,21,1
Afghanistan,2001,19688632.0,-192286.0,19,1
Afghanistan,2000,19542982.0,-1007135.0,19,1
Afghanistan,1999,19262847.0,85758.0,19,1
Afghanistan,1998,18493132.0,35740.0,18,1
Afghanistan,1997,17788819.0,6129.0,17,1
Afghanistan,1996,17106595.0,27194.0,17,1
Afghanistan,1995,16418912.0,71824.0,16,1
Afghanistan,1994,15455555.0,665410.0,15,1
Afghanistan,1993,14003760.0,1171818.0,14,1
Afghanistan,1992,12057433.0,1834556.0,12,1
Afghanistan,1991,10745167.0,39926.0,10,1
Afghanistan,1990,10694796.0,-666001.0,10,1
Afghanistan,1989,10673168.0,2683.0,10,1
Afghanistan,1988,10383460.0,-89837.0,10,1
Afghanistan,1987,10322758.0,-402606.0,10,1
Afghanistan,1986,10448442.0,-427073.0,10,1
Afghanistan,1985,10512221.0,-210572.0,10,1
Afghanistan,1984,10243686.0,322022.0,10,1
Afghanistan,1983,9951449.0,-192869.0,9,1
Afghanistan,1982,10088289.0,-586943.0,10,1
Afghanistan,1981,11155195.0,-2127145.0,11,1
Afghanistan,1980,12486631.0,-1205401.0,12,1
Afghanistan,1979,12986369.0,-481199.0,12,1
Afghanistan,1978,12938862.0,-117186.0,12,1
Afghanistan,1977,12687301.0,-83115.0,12,1
Afghanistan,1976,12425267.0,-85430.0,12,1
Afghanistan,1975,12157386.0,-44418.0,12,1
Afghanistan,1974,11869879.0,-20009.0,11,1
Afghanistan,1973,11575305.0,-3030.0,11,1
Afghanistan,1972,11286753.0,-4050.0,11,1
Afghanistan,1971,11015857.0,-12801.0,11,1
Afghanistan,1970,10752971.0,4458.0,10,1
Afghanistan,1969,10494489.0,2029.0,10,1
Afghanistan,1968,10247780.0,3333.0,10,1
Afghanistan,1967,10010030.0,6824.0,10,1
Afghanistan,1966,9783147.0,3563.0,9,1
Afghanistan,1965,9565147.0,10695.0,9,1
Afghanistan,1964,9355514.0,7079.0,9,1
Afghanistan,1963,9157465.0,6681.0,9,1
Afghanistan,1962,8969047.0,7016.0,8,1
Afghanistan,1961,8790140.0,6109.0,8,1
Afghanistan,1960,8622466.0,2606.0,8,1
Albania,2023,2745972.0,-8000.0,2,1
Albania,2022,2777689.0,-8000.0,2,1
Albania,2021,2811666.0,-10612.0,2,1
Albania,2020,2837849.0,-9117.0,2,1
Albania,2019,2854191.0,-8889.0,2,1
Albania,2018,2866376.0,-9106.0,2,1
Albania,2017,2873457.0,-9768.0,2,1
Albania,2016,2876101.0,-10887.0,2,1
Albania,2015,2880703.0,-12240.0,2,1
Albania,2014,2889104.0,-14265.0,2,1
Albania,2013,2895092.0,-16845.0,2,1
Albania,2012,2900401.0,-19946.0,2,1
Albania,2011,2905195.0,-24465.0,2,1
Albania,2010,2913021.0,-29330.0,2,1
Albania,2009,2927519.0,-34116.0,2,1
Albania,2008,2947314.0,-38736.0,2,1
Albania,2007,2970017.0,-43019.0,2,1
Albania,2006,2992547.0,-47174.0,2,1
Albania,2005,3011487.0,-50855.0,3,1
Albania,2004,3026939.0,-54383.0,3,1
Albania,2003,3039616.0,-57308.0,3,1
Albania,2002,3051010.0,-59876.0,3,1
Albania,2001,3060173.0,-62059.0,3,1
Albania,2000,3089027.0,-63610.0,3,1
Albania,1999,3108778.0,-64787.0,3,1
Albania,1998,3128530.0,-65616.0,3,1
Albania,1997,3148281.0,-65975.0,3,1
Albania,1996,3168033.0,-65800.0,3,1
Albania,1995,3187784.0,-65106.0,3,1
Albania,1994,3207536.0,-63700.0,3,1
Albania,1993,3227287.0,-61925.0,3,1
Albania,1992,3247039.0,-59634.0,3,1
Albania,1991,3266790.0,-56599.0,3,1
Albania,1990,3286542.0,-52723.0,3,1
Albania,1989,3227943.0,-48054.0,3,1
Albania,1988,3142336.0,-42393.0,3,1
Albania,1987,3083605.0,-37189.0,3,1
Albania,1986,3022635.0,-32143.0,3,1
Albania,1985,2964762.0,-27468.0,2,1
Albania,1984,2904429.0,-23253.0,2,1
Albania,1983,2843960.0,-19231.0,2,1
Albania,1982,2784278.0,-15706.0,2,1
Albania,1981,2726056.0,-12432.0,2,1
Albania,1980,2671997.0,-9135.0,2,1
Albania,1979,2617832.0,-6146.0,2,1
Albania,1978,2566266.0,-3324.0,2,1
Albania,1977,2513546.0,-683.0,2,1
Albania,1976,2458526.0,1646.0,2,1
Albania,1975,2404831.0,3922.0,2,1
Albania,1974,2350124.0,5834.0,2,1
Albania,1973,2296752.0,7346.0,2,1
Albania,1972,2243126.0,8796.0,2,1
Albania,1971,2187853.0,10007.0,2,1
Albania,1970,2135479.0,11102.0,2,1
Albania,1969,2081695.0,11991.0,2,1
Albania,1968,2022272.0,12504.0,2,1
Albania,1967,1965598.0,13164.0,1,1
Albania,1966,1914573.0,13747.0,1,1
Albania,1965,1864791.0,14209.0,1,1
Albania,1964,1814135.0,14612.0,1,1
Albania,1963,1762621.0,15007.0,1,1
Albania,1962,1711319.0,15288.0,1,1
Albania,1961,1659800.0,15424.0,1,1
Albania,1960,1608800.0,15540.0,1,1
Algeria,2023,45606480.0,-9999.0,45,1
Algeria,2022,44903225.0,-9999.0,44,1
Algeria,2021,44177969.0,-18797.0,44,1
Algeria,2020,43451666.0,-18797.0,43,1
Algeria,2019,42705368.0,-36386.0,42,1
Algeria,2018,41927007.0,-36227.0,41,1
Algeria,2017,41136546.0,-36448.0,41,1
Algeria,2016,40339329.0,-36227.0,40,1
Algeria,2015,39543154.0,-36371.0,39,1
Algeria,2014,38760168.0,-36088.0,38,1
Algeria,2013,38000626.0,-35412.0,38,1
Algeria,2012,37260563.0,-35119.0,37,1
Algeria,2011,36543541.0,-34829.0,36,1
Algeria,2010,35856344.0,-33071.0,35,1
Algeria,2009,35196037.0,-33857.0,35,1
Algeria,2008,34569592.0,-33931.0,34,1
Algeria,2007,33983827.0,-37062.0,33,1
Algeria,2006,33435080.0,-32745.0,33,1
Algeria,2005,32956690.0,-111256.0,32,1
Algeria,2004,32510186.0,-38621.0,32,1
Algeria,2003,32055883.0,-39330.0,32,1
Algeria,2002,31624696.0,-36255.0,31,1
Algeria,2001,31200985.0,-25798.0,31,1
Algeria,2000,30774621.0,-18994.0,30,1
Algeria,1999,30346083.0,-12084.0,30,1
Algeria,1998,29924668.0,-27387.0,29,1
Algeria,1997,29476031.0,14071.0,29,1
Algeria,1996,28984634.0,-9849.0,28,1
Algeria,1995,28478022.0,-28581.0,28,1
Algeria,1994,27937006.0,-31916.0,27,1
Algeria,1993,27354327.0,-26202.0,27,1
Algeria,1992,26748303.0,-25186.0,26,1
Algeria,1991,26133905.0,-23561.0,26,1
Algeria,1990,25518074.0,-21641.0,25,1
Algeria,1989,24889507.0,-19900.0,24,1
Algeria,1988,24243018.0,-18817.0,24,1
Algeria,1987,23586101.0,-18564.0,23,1
Algeria,1986,22882553.0,59893.0,22,1
Algeria,1985,22132905.0,64927.0,22,1
Algeria,1984,21393530.0,56796.0,21,1
Algeria,1983,20682111.0,49152.0,20,1
Algeria,1982,20000096.0,41604.0,20,1
Algeria,1981,19351357.0,34865.0,19,1
Algeria,1980,18739378.0,29298.0,18,1
Algeria,1979,18166981.0,24300.0,18,1
Algeria,1978,17632645.0,19312.0,17,1
Algeria,1977,17134192.0,5348.0,17,1
Algeria,1976,16500516.0,340146.0,16,1
Algeria,1975,15724692.0,338533.0,15,1
Algeria,1974,15153602.0,-27618.0,15,1
Algeria,1973,14786469.0,-29960.0,14,1
Algeria,1972,14439748.0,-32867.0,14,1
Algeria,1971,14110271.0,-35129.0,14,1
Algeria,1970,13795915.0,-37056.0,13,1
Algeria,1969,13491016.0,-29825.0,13,1
Algeria,1968,13190975.0,-25027.0,13,1
Algeria,1967,12897115.0,-25103.0,12,1
Algeria,1966,12613389.0,-31076.0,12,1
Algeria,1965,12381256.0,-122843.0,12,1
Algeria,1964,12179099.0,-94017.0,12,1
Algeria,1963,11969451.0,-110250.0,11,1
Algeria,1962,11778260.0,-99071.0,11,1
Algeria,1961,11598608.0,-111448.0,11,1
Algeria,1960,11394307.0,-55202.0,11,1
American Samoa,2023,43914.0,-790.0,0,1
American Samoa,2022,44273.0,-810.0,0,1
American Samoa,2021,45035.0,-1646.0,0,1
American Samoa,2020,46189.0,-1636.0,0,1
American Samoa,2019,47321.0,-1650.0,0,1
American Samoa,2018,48424.0,-1652.0,0,1
American Samoa,2017,49463.0,-1652.0,0,1
American Samoa,2016,50448.0,-1641.0,0,1
American Samoa,2015,51368.0,-1629.0,0,1
American Samoa,2014,52217.0,-1602.0,0,1
American Samoa,2013,52995.0,-1575.0,0,1
American Samoa,2012,53691.0,-1538.0,0,1
American Samoa,2011,54310.0,-1509.0,0,1
American Samoa,2010,54849.0,-1475.0,0,1
American Samoa,2009,55366.0,-1527.0,0,1
American Samoa,2008,55891.0,-1586.0,0,1
American Samoa,2007,56383.0,-1618.0,0,1
American Samoa,2006,56837.0,-1661.0,0,1
American Samoa,2005,57254.0,-1697.0,0,1
American Samoa,2004,57626.0,-1701.0,0,1
American Samoa,2003,57941.0,-1647.0,0,1
American Samoa,2002,58177.0,-1583.0,0,1
American Samoa,2001,58324.0,-1503.0,0,1
American Samoa,2000,58230.0,-1158.0,0,1
American Samoa,1999,57594.0,-452.0,0,1
American Samoa,1998,56603.0,-451.0,0,1
American Samoa,1997,55578.0,-405.0,0,1
American Samoa,1996,54500.0,-385.0,0,1
American Samoa,1995,53401.0,-419.0,0,1
American Samoa,1994,52288.0,-476.0,0,1
American Samoa,1993,51174.0,-522.0,0,1
American Samoa,1992,50078.0,-516.0,0,1
American Samoa,1991,48992.0,-505.0,0,1
American Samoa,1990,47818.0,-251.0,0,1
American Samoa,1989,46288.0,342.0,0,1
American Samoa,1988,44532.0,355.0,0,1
American Samoa,1987,42842.0,354.0,0,1
American Samoa,1986,41221.0,355.0,0,1
American Samoa,1985,39663.0,351.0,0,1
American Samoa,1984,38168.0,347.0,0,1
American Samoa,1983,36735.0,343.0,0,1
American Samoa,1982,35367.0,317.0,0,1
American Samoa,1981,34059.0,292.0,0,1
American Samoa,1980,32886.0,115.0,0,1
American Samoa,1979,32045.0,-307.0,0,1
American Samoa,1978,31428.0,-294.0,0,1
American Samoa,1977,30816.0,-282.0,0,1
American Samoa,1976,30198.0,-267.0,0,1
American Samoa,1975,29573.0,-249.0,0,1
American Samoa,1974,29012.0,-376.0,0,1
American Samoa,1973,28529.0,-415.0,0,1
American Samoa,1972,28063.0,-405.0,0,1
American Samoa,1971,27593.0,-399.0,0,1
American Samoa,1970,27075.0,-308.0,0,1
American Samoa,1969,26396.0,-77.0,0,1
American Samoa,1968,25608.0,-69.0,0,1
American Samoa,1967,24848.0,-124.0,0,1
American Samoa,1966,24122.0,-42.0,0,1
American Samoa,1965,23391.0,-90.0,0,1
American Samoa,1964,22656.0,-97.0,0,1
American Samoa,1963,21949.0,-96.0,0,1
American Samoa,1962,21272.0,-97.0,0,1
American Samoa,1961,20626.0,-93.0,0,1
American Samoa,1960,20085.0,-260.0,0,1
Angola,2023,36684202.0,-1000.0,36,1
Angola,2022,35588987.0,-1000.0,35,1
Angola,2021,34503774.0,29089.0,34,1
Angola,2020,33428486.0,7557.0,33,1
Angola,2019,32353588.0,58986.0,32,1
Angola,2018,31273533.0,61632.0,31,1
Angola,2017,30208628.0,77733.0,30,1
Angola,2016,29154746.0,91623.0,29,1
Angola,2015,28127721.0,74170.0,28,1
Angola,2014,27128337.0,84532.0,27,1
Angola,2013,26147002.0,91528.0,26,1
Angola,2012,25188292.0,96056.0,25,1
Angola,2011,24259111.0,94709.0,24,1
Angola,2010,23364185.0,90016.0,23,1
Angola,2009,22507674.0,77265.0,22,1
Angola,2008,21691522.0,73804.0,21,1
Angola,2007,20909684.0,73940.0,20,1
Angola,2006,20162340.0,70170.0,20,1
Angola,2005,19450959.0,64009.0,19,1
Angola,2004,18771125.0,66585.0,18,1
Angola,2003,18124342.0,59438.0,18,1
Angola,2002,17516139.0,60505.0,17,1
Angola,2001,16941587.0,56959.0,16,1
Angola,2000,16394062.0,53527.0,16,1
Angola,1999,15870753.0,51687.0,15,1
Angola,1998,15366864.0,51856.0,15,1
Angola,1997,14871146.0,49960.0,14,1
Angola,1996,14383350.0,45356.0,14,1
Angola,1995,13912253.0,40855.0,13,1
Angola,1994,13462031.0,45272.0,13,1
Angola,1993,13038270.0,38883.0,13,1
Angola,1992,12632507.0,39196.0,12,1
Angola,1991,12228691.0,33925.0,12,1
Angola,1990,11828638.0,47663.0,11,1
Angola,1989,11439498.0,46755.0,11,1
Angola,1988,11060261.0,47815.0,11,1
Angola,1987,10694057.0,46192.0,10,1
Angola,1986,10332574.0,47774.0,10,1
Angola,1985,9970621.0,54953.0,9,1
Angola,1984,9617702.0,57744.0,9,1
Angola,1983,9276707.0,61000.0,9,1
Angola,1982,8947152.0,55830.0,8,1
Angola,1981,8631457.0,52138.0,8,1
Angola,1980,8330047.0,53078.0,8,1
Angola,1979,8043218.0,47175.0,8,1
Angola,1978,7771590.0,45001.0,7,1
Angola,1977,7511895.0,44937.0,7,1
Angola,1976,7266780.0,35245.0,7,1
Angola,1975,7032713.0,38725.0,7,1
Angola,1974,6802494.0,39146.0,6,1
Angola,1973,6578230.0,40182.0,6,1
Angola,1972,6364731.0,35014.0,6,1
Angola,1971,6177049.0,3219.0,6,1
Angola,1970,6029700.0,-36455.0,6,1
Angola,1969,5928386.0,-81748.0,5,1
Angola,1968,5868203.0,-111222.0,5,1
Angola,1967,5827503.0,-113780.0,5,1
Angola,1966,5787044.0,-104955.0,5,1
Angola,1965,5736582.0,-87288.0,5,1
Angola,1964,5673199.0,-71948.0,5,1
Angola,1963,5599827.0,-59777.0,5,1
Angola,1962,5521400.0,-54566.0,5,1
Angola,1961,5441333.0,-49186.0,5,1
Angola,1960,5357195.0,-43749.0,5,1
Argentina,2023,46654581.0,3718.0,46,1
Argentina,2022,46234830.0,3886.0,46,1
Argentina,2021,45808747.0,2344.0,45,1
Argentina,2020,45376763.0,2344.0,45,1
Argentina,2019,44938712.0,4478.0,44,1
Argentina,2018,44494502.0,4690.0,44,1
Argentina,2017,44044811.0,4926.0,44,1
Argentina,2016,43590368.0,5215.0,43,1
Argentina,2015,43131966.0,5522.0,43,1
Argentina,2014,42669500.0,5801.0,42,1
Argentina,2013,42202935.0,5369.0,42,1
Argentina,2012,41733271.0,3127.0,41,1
Argentina,2011,41261490.0,-1011.0,41,1
Argentina,2010,40788453.0,-4970.0,40,1
Argentina,2009,40684338.0,-7869.0,40,1
Argentina,2008,40273769.0,-12450.0,40,1
Argentina,2007,39876111.0,-18051.0,39,1
Argentina,2006,39476851.0,-19958.0,39,1
Argentina,2005,39070501.0,-21961.0,39,1
Argentina,2004,38668796.0,-22336.0,38,1
Argentina,2003,38278164.0,-22353.0,38,1
Argentina,2002,37885028.0,-22668.0,37,1
Argentina,2001,37480493.0,-22787.0,37,1
Argentina,2000,37070774.0,-22770.0,37,1
Argentina,1999,36653031.0,-20220.0,36,1
Argentina,1998,36233195.0,-20331.0,36,1
Argentina,1997,35815971.0,-20588.0,35,1
Argentina,1996,35389362.0,-20396.0,35,1
Argentina,1995,34946110.0,-19736.0,34,1
Argentina,1994,34488696.0,-18725.0,34,1
Argentina,1993,34027240.0,-16383.0,34,1
Argentina,1992,33568285.0,-13201.0,33,1
Argentina,1991,33105763.0,-8569.0,33,1
Argentina,1990,32637657.0,6021.0,32,1
Argentina,1989,32165766.0,20445.0,32,1
Argentina,1988,31690792.0,30243.0,31,1
Argentina,1987,31216453.0,32345.0,31,1
Argentina,1986,30748326.0,32496.0,30,1
Argentina,1985,30287112.0,31967.0,30,1
Argentina,1984,29832197.0,30810.0,29,1
Argentina,1983,29377137.0,29062.0,29,1
Argentina,1982,28922762.0,19326.0,28,1
Argentina,1981,28471285.0,10366.0,28,1
Argentina,1980,28024803.0,-3466.0,28,1
Argentina,1979,27584134.0,-10236.0,27,1
Argentina,1978,27146121.0,-14673.0,27,1
Argentina,1977,26713780.0,-14695.0,26,1
Argentina,1976,26290257.0,-10308.0,26,1
Argentina,1975,25875558.0,-5357.0,25,1
Argentina,1974,25449754.0,43652.0,25,1
Argentina,1973,25020588.0,39199.0,25,1
Argentina,1972,24612794.0,36601.0,24,1
Argentina,1971,24223379.0,36056.0,24,1
Argentina,1970,23842803.0,38356.0,23,1
Argentina,1969,23472028.0,40436.0,23,1
Argentina,1968,23112971.0,39985.0,23,1
Argentina,1967,22757014.0,37727.0,22,1
Argentina,1966,22403116.0,35529.0,22,1
Argentina,1965,22053661.0,33973.0,22,1
Argentina,1964,21708487.0,32322.0,21,1
Argentina,1963,21364017.0,30637.0,21,1
Argentina,1962,21020359.0,29386.0,21,1
Argentina,1961,20680653.0,29321.0,20,1
Argentina,1960,20349744.0,20399.0,20,1
Armenia,2023,2777970.0,-5000.0,2,1
Armenia,2022,2780469.0,-5000.0,2,1
Armenia,2021,2790974.0,-12825.0,2,1
Armenia,2020,2805608.0,-12825.0,2,1
Armenia,2019,2820602.0,-25363.0,2,1
Armenia,2018,2836557.0,-25835.0,2,1
Armenia,2017,2851923.0,-26326.0,2,1
Armenia,2016,2865835.0,-26804.0,2,1
Armenia,2015,2878595.0,-27283.0,2,1
Armenia,2014,2889930.0,-27763.0,2,1
Armenia,2013,2901385.0,-28257.0,2,1
Armenia,2012,2914421.0,-28731.0,2,1
Armenia,2011,2928976.0,-29214.0,2,1
Armenia,2010,2946293.0,-31991.0,2,1
Armenia,2009,2964296.0,-32000.0,2,1
Armenia,2008,2983421.0,-31822.0,2,1
Armenia,2007,3004393.0,-31530.0,3,1
Armenia,2006,3026486.0,-31302.0,3,1
Armenia,2005,3047246.0,-31023.0,3,1
Armenia,2004,3065745.0,-30623.0,3,1
Armenia,2003,3084102.0,-30238.0,3,1
Armenia,2002,3105037.0,-34971.0,3,1
Armenia,2001,3133133.0,-44486.0,3,1
Armenia,2000,3168523.0,-51873.0,3,1
Armenia,1999,3206030.0,-52843.0,3,1
Armenia,1998,3240550.0,-52266.0,3,1
Armenia,1997,3271418.0,-51638.0,3,1
Armenia,1996,3298898.0,-51023.0,3,1
Armenia,1995,3322782.0,-50217.0,3,1
Armenia,1994,3373713.0,-112567.0,3,1
Armenia,1993,3457349.0,-126968.0,3,1
Armenia,1992,3574555.0,-196273.0,3,1
Armenia,1991,3617631.0,5419.0,3,1
Armenia,1990,3556539.0,2119.0,3,1
Armenia,1989,3448186.0,98512.0,3,1
Armenia,1988,3366838.0,-25623.0,3,1
Armenia,1987,3351364.0,-35349.0,3,1
Armenia,1986,3327182.0,-35994.0,3,1
Armenia,1985,3300896.0,-34757.0,3,1
Armenia,1984,3272102.0,-32741.0,3,1
Armenia,1983,3238291.0,-23399.0,3,1
Armenia,1982,3202011.0,-23315.0,3,1
Armenia,1981,3167876.0,-23113.0,3,1
Armenia,1980,3135123.0,-22177.0,3,1
Armenia,1979,3097058.0,-8680.0,3,1
Armenia,1978,3038224.0,23435.0,3,1
Armenia,1977,2965523.0,23743.0,2,1
Armenia,1976,2896311.0,21268.0,2,1
Armenia,1975,2830798.0,20630.0,2,1
Armenia,1974,2767646.0,19704.0,2,1
Armenia,1973,2706852.0,18816.0,2,1
Armenia,1972,2648048.0,17891.0,2,1
Armenia,1971,2590923.0,17001.0,2,1
Armenia,1970,2534377.0,18405.0,2,1
Armenia,1969,2476359.0,20809.0,2,1
Armenia,1968,2416461.0,21558.0,2,1
Armenia,1967,2355997.0,20652.0,2,1
Armenia,1966,2295496.0,19669.0,2,1
Armenia,1965,2234051.0,18587.0,2,1
Armenia,1964,2171029.0,17426.0,2,1
Armenia,1963,2106142.0,16186.0,2,1
Armenia,1962,2039346.0,14902.0,2,1
Armenia,1961,1971530.0,13657.0,1,1
Armenia,1960,1904148.0,12482.0,1,1
Australia,2023,26638544.0,139991.0,26,1
Australia,2022,26014399.0,139991.0,26,1
Australia,2021,25685412.0,117929.0,25,1
Australia,2020,25649248.0,117929.0,25,1
Australia,2019,25334826.0,235860.0,25,1
Australia,2018,24963258.0,220307.0,24,1
Australia,2017,24592588.0,244875.0,24,1
Australia,2016,24190907.0,242184.0,24,1
Australia,2015,23815995.0,209466.0,23,1
Australia,2014,23475686.0,198120.0,23,1
Australia,2013,23128129.0,214564.0,23,1
Australia,2012,22733465.0,235719.0,22,1
Australia,2011,22340024.0,197748.0,22,1
Australia,2010,22031750.0,166833.0,22,1
Australia,2009,21691653.0,235881.0,21,1
Australia,2008,21249199.0,278516.0,21,1
Australia,2007,20827622.0,251231.0,20,1
Australia,2006,20450966.0,192139.0,20,1
Australia,2005,20176844.0,132109.0,20,1
Australia,2004,19932722.0,109226.0,19,1
Australia,2003,19720737.0,103907.0,19,1
Australia,2002,19495210.0,107886.0,19,1
Australia,2001,19274701.0,113907.0,19,1
Australia,2000,19028802.0,109375.0,19,1
Australia,1999,18812264.0,85011.0,18,1
Australia,1998,18607584.0,72084.0,18,1
Australia,1997,18423037.0,67260.0,18,1
Australia,1996,18224767.0,82770.0,18,1
Australia,1995,18004882.0,79727.0,18,1
Australia,1994,17805468.0,53636.0,17,1
Australia,1993,17634808.0,23422.0,17,1
Australia,1992,17478635.0,34149.0,17,1
Australia,1991,17284036.0,68867.0,17,1
Australia,1990,17065128.0,95996.0,17,1
Australia,1989,16814416.0,140156.0,16,1
Australia,1988,16532164.0,150553.0,16,1
Australia,1987,16263874.0,131625.0,16,1
Australia,1986,16018350.0,109074.0,16,1
Australia,1985,15788312.0,87895.0,15,1
Australia,1984,15579391.0,74485.0,15,1
Australia,1983,15393472.0,64184.0,15,1
Australia,1982,15184247.0,107599.0,15,1
Australia,1981,14923260.0,118568.0,14,1
Australia,1980,14692000.0,86522.0,14,1
Australia,1979,14514000.0,51702.0,14,1
Australia,1978,14358000.0,45998.0,14,1
Australia,1977,14192000.0,45424.0,14,1
Australia,1976,14033000.0,32600.0,14,1
Australia,1975,13893000.0,31122.0,13,1
Australia,1974,13723000.0,62406.0,13,1
Australia,1973,13380000.0,63870.0,13,1
Australia,1972,13177000.0,55760.0,13,1
Australia,1971,12937000.0,226406.0,12,1
Australia,1970,12507000.0,258627.0,12,1
Australia,1969,12263000.0,109720.0,12,1
Australia,1968,12009000.0,101914.0,12,1
Australia,1967,11799000.0,81057.0,11,1
Australia,1966,11651000.0,110228.0,11,1
Australia,1965,11388000.0,118655.0,11,1
Australia,1964,11167000.0,91169.0,11,1
Australia,1963,10950000.0,73375.0,10,1
Australia,1962,10742000.0,58059.0,10,1
Australia,1961,10483000.0,64374.0,10,1
Australia,1960,10276477.0,86587.0,10,1
Austria,2023,9132383.0,19999.0,9,1
Austria,2022,9041851.0,19999.0,9,1
Austria,2021,8955797.0,20314.0,8,1
Austria,2020,8916864.0,20314.0,8,1
Austria,2019,8879920.0,41105.0,8,1
Austria,2018,8840521.0,35404.0,8,1
Austria,2017,8797566.0,45573.0,8,1
Austria,2016,8736668.0,66282.0,8,1
Austria,2015,8642699.0,115125.0,8,1
Austria,2014,8546356.0,74263.0,8,1
Austria,2013,8479823.0,56494.0,8,1
Austria,2012,8429991.0,44891.0,8,1
Austria,2011,8391643.0,31665.0,8,1
Austria,2010,8363404.0,22786.0,8,1
Austria,2009,8343323.0,17121.0,8,1
Austria,2008,8321496.0,25499.0,8,1
Austria,2007,8295487.0,23729.0,8,1
Austria,2006,8268641.0,25420.0,8,1
Austria,2005,8227829.0,50282.0,8,1
Austria,2004,8171966.0,54907.0,8,1
Austria,2003,8121423.0,44003.0,8,1
Austria,2002,8081957.0,37429.0,8,1
Austria,2001,8042293.0,39173.0,8,1
Austria,2000,8011566.0,17531.0,8,1
Austria,1999,7992324.0,19768.0,7,1
Austria,1998,7976789.0,8493.0,7,1
Austria,1997,7968041.0,1459.0,7,1
Austria,1996,7959017.0,3969.0,7,1
Austria,1995,7948278.0,1447.0,7,1
Austria,1994,7936118.0,2844.0,7,1
Austria,1993,7905633.0,33610.0,7,1
Austria,1992,7840709.0,71035.0,7,1
Austria,1991,7754891.0,77195.0,7,1
Austria,1990,7677850.0,59606.0,7,1
Austria,1989,7619567.0,47276.0,7,1
Austria,1988,7585317.0,14505.0,7,1
Austria,1987,7574586.0,1839.0,7,1
Austria,1986,7569794.0,6758.0,7,1
Austria,1985,7564985.0,5834.0,7,1
Austria,1984,7561434.0,2780.0,7,1
Austria,1983,7561910.0,-1899.0,7,1
Austria,1982,7574140.0,-23114.0,7,1
Austria,1981,7568710.0,28738.0,7,1
Austria,1980,7549433.0,9591.0,7,1
Austria,1979,7549425.0,-2011.0,7,1
Austria,1978,7562305.0,-8381.0,7,1
Austria,1977,7568430.0,12630.0,7,1
Austria,1976,7565525.0,7566.0,7,1
Austria,1975,7578903.0,-24472.0,7,1
Austria,1974,7599038.0,-16505.0,7,1
Austria,1973,7586115.0,34319.0,7,1
Austria,1972,7544201.0,36197.0,7,1
Austria,1971,7500482.0,31810.0,7,1
Austria,1970,7467086.0,10360.0,7,1
Austria,1969,7441055.0,5671.0,7,1
Austria,1968,7415403.0,-7099.0,7,1
Austria,1967,7376998.0,21563.0,7,1
Austria,1966,7322066.0,19045.0,7,1
Austria,1965,7270889.0,10295.0,7,1
Austria,1964,7223801.0,3117.0,7,1
Austria,1963,7175811.0,4768.0,7,1
Austria,1962,7129864.0,1277.0,7,1
Austria,1961,7086299.0,-2418.0,7,1
Austria,1960,7047539.0,-2274.0,7,1
Azerbaijan,2023,10112555.0,0.0,10,1
Azerbaijan,2022,10141756.0,0.0,10,1
Azerbaijan,2021,10137750.0,1084.0,10,1
Azerbaijan,2020,10093121.0,1084.0,10,1
Azerbaijan,2019,10024283.0,392.0,10,1
Azerbaijan,2018,9939771.0,1583.0,9,1
Azerbaijan,2017,9854033.0,1184.0,9,1
Azerbaijan,2016,9757812.0,1484.0,9,1
Azerbaijan,2015,9649341.0,1084.0,9,1
Azerbaijan,2014,9535079.0,1084.0,9,1
Azerbaijan,2013,9416801.0,2289.0,9,1
Azerbaijan,2012,9295784.0,1988.0,9,1
Azerbaijan,2011,9173082.0,1688.0,9,1
Azerbaijan,2010,9054332.0,1384.0,9,1
Azerbaijan,2009,8947243.0,890.0,8,1
Azerbaijan,2008,8763400.0,15048.0,8,1
Azerbaijan,2007,8581300.0,17111.0,8,1
Azerbaijan,2006,8484550.0,16909.0,8,1
Azerbaijan,2005,8391850.0,16436.0,8,1
Azerbaijan,2004,8306500.0,13488.0,8,1
Azerbaijan,2003,8234100.0,13154.0,8,1
Azerbaijan,2002,8171950.0,15071.0,8,1
